<ID|readonly|noverify>;<English>
b_25j_1_0;NA-108 | North American Bomber 25J Mitchell Block 1, North America Kansas City
b_25j_1_1;B-25J
b_25j_1_2;B-25
b_25j_20_shop;B-25J-20-NC
b_25j_20_0;NA-108 | North American Bomber 25J Mitchell Block 20, North America Kansas City
b_25j_20_1;B-25J
b_25j_20_2;B-25
b_26b_c_shop;B-26B-10-MA
b_26b_c_0;Model 179 | Martin Bomber-26B Marauder Block 10, Marin Baltimore
b_26b_c_1;B-26
b_26b_c_2;B-26
b-29_shop;B-29A-20-BN
b-29_0;Model 345 | Boeing Bomber 29A Superfortress Block 20, Boeing Renton
b-29_1;B-29A
b-29_2;B-29
b_34_shop;B-34
b_34_0;Model 21 | Lockheed Bomber 34 Ventura
b_34_1;B-34
b_34_2;B-34
b-57_shop;B-57A-MA
b-57_0;Model 272A | Martin Bomber 57A Canberra, Martin Baltimore
b-57_1;B-57A
b-57_2;B-57
b-57b_shop;B-57B-0-MA
b-57b_0;Model 272B | Martin Bomber 57B Canberra Block 0, Martin Baltimore
b-57b_1;B-57
b-57b_2;B-57
p-26a_33_shop;P-26A-33
p-26a_33_0;Model 266 | Boeing Pursuit 26A Peashooter Block 33
p-26a_33_1;P-26A
p-26a_33_2;P-26
p-26a_34_shop;Villamor's P-26A-34
p-26a_34_0;Model 266 | Jesús Villamor's Boeing Pursuit 26A Peashooter Block 34 [6th Fighter Squadron]
p-26a_34_1;P-26A
p-26a_34_2;P-26
p-26a_34_m2_shop;P-26A-34
p-26a_34_m2_0;Model 266 | Boeing Pursuit 26A Peashooter Block 34 (M2)
p-26a_34_m2_1;P-26A
p-26a_34_m2_2;P-26
p-26b_35_shop;P-26B
p-26b_35_0;Model 266 | Boeing Pursuit 26B Peashooter
p-26b_35_1;P-26B
p-26b_35_2;P-26
p-36a_shop;P-36A
p-36a_0;Model 75 | Curtiss Pursuit 36A Hawk
p-36a_1;P-36A
p-36a_2;P-36
p-36a_rasmussen_shop;Rasmussen's P-36A
p-36a_rasmussen_0;Model 75 | Lieutenant Philip Rasmussen's Curtiss Pursuit 36A Hawk [68 | 46th Pursuit Squadron]
p-36a_rasmussen_1;P-36A
p-36a_rasmussen_2;P-36
p-36c_shop;P-36C
p-36c_0;Model 75 | Curtiss Pursuit 36C Hawk
p-36c_1;P-36C
p-36c_2;P-36
p-36c_rb_shop;○ P-36C
p-36c_rb_0;Model 75 | Russian Badger's Curtiss P-36C Hawk
p-36c_rb_1;○ P-36C
p-36c_rb_2;P-36
p-36g_shop;P-36G
p-36g_0;Model 75 | Curtiss P-36G Hawk
p-36g_1;P-36G
p-36g_2;P-36
shop/group/p-38_group;P-38E/G
shop/group/p-38_late_group;P-38J/L
yp-38_shop;YP-38-LO
yp-38_0;Model 122-62-02 | Lockheed Service Test Pursuit 38 Lightning, Lockheed Burbank
yp-38_1;YP-38
yp-38_2;P-38
p-38e_shop;P-38E-LO
p-38e_0;Model 222-62-09 | Lockheed Pursuit 38E Lightning, Lockheed Burbank
p-38e_1;P-38E
p-38e_2;P-38
p-38g_shop;P-38G-1-LO
p-38g_0;Model 222-68-12 | Lockheed Pursuit 38G Lightning Block 1, Lockheed Burbank
p-38g_1;P-38G
p-38g_2;P-38
p-38g_metal_shop;P-38H-LO
p-38g_metal_0;Model 422-81-20 | Lockheed Pursuit 38H Lightning, Lockheed Burbank
p-38g_metal_1;P-38H
p-38g_metal_2;P-38
p-38j_shop;P-38J-15-LO
p-38j_0;Model 422-81-14 | Lockheed Pursuit 38J Lightning Block 15, Lockheed Burbank
p-38j_1;P-38J
p-38j_2;P-38
p-38j_marge_shop;Bong's P-38J-15-LO
p-38j_marge_0;Model 422-81-22 | Major Richard Bong's Lockheed P-38J Lightning Block 15, Lockheed Burbank [993 | 49th Fighter Group, 9th Fighter Squadron] «Marge»
p-38j_marge_1;P-38J
p-38j_marge_2;P-38
p-38l_shop;P-38L-5
p-38l_0;Model 422-87-23 | Lockheed Pursuit 38L Lightning Block 5, Lockheed Burbank
p-38l_1;P-38L
p-38l_2;P-38
p-38k_shop;P-38K-1
p-38k_0;Model 422-85-14 | Lockheed Pursuit 38K Lightning Block 1, Lockheed Burbank
p-38k_1;P-38K
p-38k_2;P-38
shop/group/p-39_group;P-39
p-39n_shop;P-39N-0-BE
p-39n_0;Model 26N | Bell Pursuit 39N Airacobra Block 0, Bell Buffalo
p-39n_1;P-39N
p-39n_2;P-39
p-39q_5_shop;P-39Q-5-BE
p-39q_5_0;Model 29Q | Bell Pursuit 39Q Airacobra Block 5, Bell Buffalo
p-39q_5_1;P-39Q
p-39q_5_2;P-39
shop/group/p-40_group;P-40
p-40c_shop;P-40C
p-40c_0;Model 81C | Curtiss Pursuit 40C Warhawk, Curtiss Buffalo
p-40c_1;P-40C
p-40c_2;P-40
p-40e_shop;P-40E-CU
p-40e_0;Model 81E | Curtiss Pursuit 40E Warhawk, Curtiss Buffalo
p-40e_1;P-40E
p-40e_2;P-40
p-40e_td_shop;␙ P-40E-CU
p-40e_td_0;␙ Model 81E | Curtiss Pursuit 40E Warhawk, Curtiss Buffalo [Twitch Drop]
p-40e_td_1;␙ P-40E
p-40e_td_2;P-40
p-40f_10_shop;P-40F-10-CU
p-40f_10_0;Model 81F | Curtiss Pursuit 40F Warhawk Block 10, Curtiss Buffalo
p-40f_10_1;P-40F
p-40f_10_2;P-40
p-43a-1_shop;P-43A-RE
p-43a-1_0;AP-4A | Republic Pursuit 43A Lancer, Republic Farmingdale
p-43a-1_1;P-43A
p-43a-1_2;P-43
p-47d_22_re_shop;P-47D-22-RE
p-47d_22_re_0;Republic Pursuit 47D Thunderbolt Block 22, Republic Farmingdale
p-47d_22_re_1;P-47D
p-47d_22_re_2;P-47
p-47d_shop;P-47D-25
p-47d_0;Republic Pursuit 47D Thunderbolt Block 25, Republic Farmingdale
p-47d_1;P-47D
p-47d_2;P-47
p-47d-28_shop;P-47D-28-RA
p-47d-28_0;Republic Pursuit 47D Thunderbolt Block 28, Republic Evansville
p-47d-28_1;P-47D
p-47d-28_2;P-47
p-47m-1-re_shop;Bostwick's P-47M-1-RE
p-47m-1-re_0;Major Geroge Bostwick's Republic Pursuit 47M Thunderbolt Block 1, Republic Farmingdale [UN+Z | 56th Fighter Group, 63th Fighter Squadron]
p-47m-1-re_1;P-47M
p-47m-1-re_2;P-47
p-47m-1-re_boxted_shop;Lanowski's P-47M-1-RE
p-47m-1-re_boxted_0;Witold "Lanny" Lanowski's Republic Pursuit 47M Thunderbolt Block 1, Republic Farmingdale [HV+Z | 56th Fighter Group, 61th Fighter Squadron]
p-47m-1-re_boxted_1;P-47M
p-47m-1-re_boxted_2;P-47
p-47n-15_shop;P-47N-15-RA
p-47n-15_0;Republic Pursuit 47N Thunderbolt Block 15, Republic Farmingdale
p-47n-15_1;P-47N
p-47n-15_2;P-47
xp-50_shop;XP-50
xp-50_0;G-41 | Grumman Experimental Pursuit 50 Skyrocket
xp-50_1;XP-50
xp-50_2;XP-50
shop/group/p-51_group;P-51D
p-51_mk1a_usaaf_shop;P-51
p-51_mk1a_usaaf_0;NA-91 | North American Pursuit 51 Mustang
p-51_mk1a_usaaf_1;P-51
p-51_mk1a_usaaf_2;P-51
p-51a_tl_shop;␙ P-51A-1-NA
p-51a_tl_0;North American Pursuit 51A Mustang Block 1, North American Inglewood
p-51a_tl_1;␙ P-51A
p-51a_tl_2;P-51
p-51c-10-nt_shop;P-51C-10-NT
p-51c-10-nt_0;NA-103 | North American Pursuit 51C Mustang Block 10, North American Dallas
p-51c-10-nt_1;P-51C
p-51c-10-nt_2;P-51
p-51d-5_shop;P-51D-5-NA
p-51d-5_0;NA-109 | North American Pursuit 51D Mustang, BLock 5, North American Inglewood
p-51d-5_1;P-51D
p-51d-5_2;P-51
p-51d-10_shop;Wetmore's P-51D-10-NA
p-51d-10_0;NA-109 | Captain Ray Wetmore's North American Pursuit 51D Mustang Block 10, North American Inglewood [SC+L | 359th Fighter Group, 370th Fighter Squadron] «Daddy's Girl»
p-51d-10_1;P-51D
p-51d-10_2;P-51
p-51d-20-na_shop;P-51D-20-NT
p-51d-20-na_0;NA-111 | North American Pursuit 51D Mustang Block 20, North American Dallas
p-51d-20-na_1;P-51D
p-51d-20-na_2;P-51
p-51d-30_usaaf_korea_shop;P-51D-30-NA
p-51d-30_usaaf_korea_0;NA-122 | North American Pursuit 51D Mustang Block 30, North American Inglewood
p-51d-30_usaaf_korea_1;P-51D
p-51d-30_usaaf_korea_2;P-51
p-51h-5_na_shop;P-51H-5-NA
p-51h-5_na_0;NA-126 | North American Pursuit 51H Mustang Block 5, North American Inglewood
p-51h-5_na_1;P-51H-5
p-51h-5_na_2;P-51
xp-55_shop;XP-55
xp-55_0;CW-24B | Curtiss-Wright Experimental Pursuit 55 Ascender
xp-55_1;XP-55
xp-55_2;XP-55
p-59a_shop;P-59A-BE
p-59a_0;Model 27 | Bell Pursuit 59A Airacomet, Bell Buffalo
p-59a_1;P-59A
p-59a_2;P-59
p-61a_1_shop;P-61A-11-NO
p-61a_1_0;N-8 | Northrop Pursuit 61A Black Widow Block 11, Northrop Hawthorne
p-61a_1_1;P-61A
p-61a_1_2;P-61
p-61c_1_shop;P-61C-1-NO
p-61c_1_0;N-8 | Northrop Pursuit 61C Black Widow Block 1, Northrop Hawthorne
p-61c_1_1;P-61C
p-61c_1_2;P-61
shop/group/p-63_group;P-63
p-63a-5_shop;P-63A-5
p-63a-5_0;Bell Pursuit 63A-5 Kingcobra
p-63a-5_1;P-63A
p-63a-5_2;P-63
p-63a-10_shop;P-63A-10
p-63a-10_0;Bell Pursuit 63A-10 Kingcobra
p-63a-10_1;P-63A
p-63a-10_2;P-63
p-63c-5_shop;P-63C-5
p-63c-5_0;Bell Pursuit 63C-5 Kingcobra
p-63c-5_1;P-63C
p-63c-5_2;P-63
p-63c-5_kingcobra_animal_version_shop;P-63C-5 ␠
p-63c-5_kingcobra_animal_version_0;Bell Pursuit 63C-5 Kingcobra ␠
p-63c-5_kingcobra_animal_version_1;P-63C
p-63c-5_kingcobra_animal_version_2;P-63
p-400_shop;P-400
p-400_0;Bell P-400
p-400_1;P-400
p-400_2;P-400
shop/group/f-80_group;F-80
f-80a_shop;F-80A-5-LO
f-80a_0;Lockheed Fighter 80A Shooting Star, Block 5, Lockheed Burbank
f-80a_1;F-80A
f-80a_2;F-80
f-80_shop;F-80C-10-LO
f-80_0;Lockheed Fighter 80C Shooting Star, Block 10, Lockheed Burbank
f-80_1;F-80C
f-80_2;F-80
f-82e_shop;F-82E
f-82e_0;North American Fighter 82E Twin Mustang
f-82e_1;F-82E
f-82e_2;F-82
shop/group/f-84_group;F-84
f-84b_shop;F-84B-26-RE
f-84b_0;Republic Fighter 84B Thunderjet, Block 26, Republic Farmingdale
f-84b_1;F-84B
f-84b_2;F-84
f-84f_shop;F-84F-50-RE
f-84f_0;Republic Fighter 84F Thunderjet, Block 50, Republic Farmingdale
f-84f_1;F-84F
f-84f_2;F-84
f-84g_shop;F-84G-21-RE
f-84g_0;Republic Fighter 84G Thunderjet, Block 21, Republic Farmingdale
f-84g_1;F-84G
f-84g_2;F-84
shop/group/f_86_group;F-86
f-86a-5_shop;F-86A-5-NA
f-86a-5_0;North American Fighter 86A Sabre, Block 5, North American Inglewood
f-86a-5_1;F-86A
f-86a-5_2;F-86
f-86f-2_shop;F-86F-2-NA
f-86f-2_0;North American Fighter 86F Sabre, Block 2, North American Inglewood
f-86f-2_1;F-86F
f-86f-2_2;F-86
f-86f-25_shop;F-86F-25-NH
f-86f-25_0;North American Fighter 86F Sabre, Block 25, North American Inglewood
f-86f-25_1;F-86F
f-86f-25_2;F-86
f-86f-35_shop;F-86F-35-NA
f-86f-35_0;North American Fighter 86F Sabre, Block 35, North American Inglewood
f-86f-35_1;F-86F
f-86f-35_2;F-86
f-89d_shop;F-89D-65-NO
f-89d_0;Model N-68 | Northrop Fighter 89D Scorpion, Block 65, Northrop Hawthorne
f-89d_1;F-89D
f-89d_2;F-89
f-89b_shop;F-89B-NO
f-89b_0;Model N-35 | Northrop Fighter 89B Scorpion, North American Inglewood
f-89b_1;F-89B
f-89b_2;F-89
f-100d_shop;F-100D-65-NA
f-100d_0;North American Fighter 100D Super Sabre, Block 65, North American Inglewood
f-100d_1;F-100D
f-100d_2;F-100
f-104a_shop;F-104A-20-LO
f-104a_0;Lockheed Figher 104A Starfighter, Block 20, Lockheed Burbank
f-104a_1;F-104A
f-104a_2;F-104
f-104c_shop;F-104C-10-LO
f-104c_0;Lockheed Fighter 104C, Starfighter Block 10 , Lockheed Burbank
f-104c_1;F-104C
f-104c_2;F-104
;
USN;
douglas_ad_2_shop;AD-2
douglas_ad_2_0;Douglas Attack AD-2 Skyraider
douglas_ad_2_1;AD-2
douglas_ad_2_2;AD
douglas_ad_4_shop;AD-4
douglas_ad_4_0;Douglas Attack AD-4 Skyraider
douglas_ad_4_1;AD-4
douglas_ad_4_2;AD-4
a2d_shop;A2D-1
a2d_0;Douglas Attack A2D-1 Skyshark
a2d_1;A2D-1
a2d_2;A2D
a_4b_shop;A4D-2
a_4b_0;Douglas Attack A4D-2 Skyhawk
a_4b_1;A4D-2
a_4b_2;A4D
am_1_mauler_shop;AM-1
am_1_mauler_0;Model 210 | Martin Attack AM-1 Mauler
am_1_mauler_1;AM-1
am_1_mauler_2;AM
bf2c_1_shop;BF2C-1
bf2c_1_0;Model 67A | Curtiss Bomber - Fighter BF2C-1 Goshawk
bf2c_1_1;BF2C-1
bf2c_1_2;BF2C
btd-1_shop;BTD-1
btd-1_0;Douglas Bomber - Torpedo BTD-1 Destroyer
btd-1_1;BTD-1
btd-1_2;BTD
shop/group/f2a_group;F2A
f2a-1_shop;F2A-1
f2a-1_0;Brewster Fighter F2A-1 Buffalo
f2a-1_1;F2A-1
f2a-1_2;F2A
f2a-1_thach_shop;Thach's F2A-1
f2a-1_thach_0;Lieutenant Commander John Thach's Brewster Fighter F2A-1 Buffalo [3-F-13 | Fighter Squadron 3]
f2a-1_thach_1;F2A-1
f2a-1_thach_2;F2A
f2a-3_shop;F2A-3
f2a-3_0;Brewster Fighter F2A-3 Buffalo
f2a-3_1;F2A-3
f2a-3_2;F2A
f3d_1_shop;F3D-1
f3d_1_0;Douglas Fighter F3D-1 Skyknight
f3d_1_1;F3D
f4d_1_shop;F4D-1
f4d_1_0;Douglas Fighter F4D-1 Skyray
f4d_1_1;F4D-1
f4d_1_2;F4D
f3d_1_2;F3D
f3f-2_shop;F3F-2
f3f-2_0;Grumman Fighter F3F-2
f3f-2_1;F3F-2
f3f-2_2;F3F
f3f-2_galer_shop;Galer's F3F-2
f3f-2_galer_0;First lieutenant Bob Galer Grumman Fighter F3F-2 [2-MF-16 | Enterprise Air Group, Fighter Squadron 6]
f3f-2_galer_1;F3F-2
f3f-2_galer_2;F3F
shop/group/f4f_group;F4F
f4f-3_shop;F4F-3
f4f-3_0;Grumman Fighter F4F-3 Wildcat
f4f-3_1;F4F-3
f4f-3_2;F4F
f4f-4_shop;F4F-4
f4f-4_0;Grumman Fighter F4F-4 Wildcat
f4f-4_1;F4F-4
f4f-4_2;F4F
xf5f_shop;XF5F-1
xf5f_0;Grumman Experimental Fighter XF5F-1 Skyrocket
xf5f_1;XF5F
xf5f_2;XF5F
shop/group/f6f_group;F6F
f6f-3_shop;F6F-5
f6f-3_0;Grumman Fighter F6F-5 Hellcat
f6f-3_1;F6F-5
f6f-3_2;F6F
f6f-5n_shop;F6F-5N
f6f-5n_0;Grumman Fighter F6F-5N Hellcat
f6f-5n_1;F6F-5
f6f-5n_2;F6F
f7f1_shop;F7F-1
f7f1_0;Grumman Fighter F7F-1 Tigercat
f7f1_1;F7F-1
f7f1_2;F7F
f7f3_shop;F7F-3
f7f3_0;Grumman Fighter F7F-3 Tigercat
f7f3_1;F7F-3
f7f3_2;F7F
f8f1_shop;F8F-1
f8f1_0;Grumman Fighter F8F-1 Bearcat
f8f1_1;F8F-1
f8f1_2;F8F
f8f1b_shop;F8F-1B
f8f1b_0;Grumman Fighter F8F-1B Bearcat
f8f1b_1;F8F-1
f8f1b_2;F8F
shop/group/f9f_group;F9F
f9f-2_shop;F9F-2
f9f-2_0;G-99 | Grumman Fighter F9F-2 Panther
f9f-2_1;F9F-2
f9f-2_2;F9F
f9f-5_shop;F9F-5
f9f-5_0;G-99 | Grumman Fighter F9F-5 Panther
f9f-5_1;F9F-5
f9f-5_2;F9F
f11f_1_late_shop;F11F-1
f11f_1_late_0;G-98 | Grumman Fighter F11F-1 Tiger
f11f_1_late_1;F11F
f11f_1_late_2;F11F
f2g-1_shop;F2G-1
f2g-1_0;Goodyear Fighter F2G-1 Corsair
f2g-1_1;F2G-1
f2g-1_2;F2G
f2h-2_shop;F2H-2
f2h-2_0;McDonnell Fighter F2H-2 Banshee
f2h-2_1;F2H-2
f2h-2_2;F2H
f3h-2_shop;F3H-2
f3h-2_0;McDonnell Fighter F3H-2 Demon
f3h-2_1;F3H-2
f3h-2_2;F3H
fj_4b_shop;FJ-4B
fj_4b_0;North American Fighter FJ-4B
fj_4b_1;FJ-4B
fj_4b_2;FJ-4
fj_4b_agm_12b_shop;FJ-4B (VMF-232)
fj_4b_agm_12b_0;North American Fighter FJ-4B Fury (VMF-232)
fj_4b_agm_12b_1;FJ-4B
fj_4b_agm_12b_2;FJ-4
f4u-1a_shop;F4U-1A
f4u-1a_0;Vought Fighter F4U-1A Corsair
f4u-1a_1;F4U-1
f4u-1a_2;F4U
f4u-1a_usmc_shop;F4U-1A (USMC)
f4u-1a_usmc_0;Vought Fighter F4U-1A (USMC) Corsair
f4u-1a_usmc_1;F4U-1
f4u-1a_usmc_2;F4U
f4u-1c_shop;F4U-1C
f4u-1c_0;Vought Fighter F4U-1C Corsair
f4u-1c_1;F4U-1
f4u-1c_2;F4U
f4u-4_shop;F4U-4
f4u-4_0;Vought Fighter F4U-4 Corsair
f4u-4_1;F4U-4
f4u-4_2;F4U
f4u-4b_shop;F4U-4B
f4u-4b_0;Vought Fighter F4U-4B Corsair
f4u-4b_1;F4U-4
f4u-4b_2;F4U
f4u-4b_vmf_214_shop;F4U-4B (VMF-214)
f4u-4b_vmf_214_0;Vought Fighter F4U-4B (VMF-214)
f4u-4b_vmf_214_1;F4U-4
f4u-4b_vmf_214_2;F4U
f4u-1d_shop;F4U-1D
f4u-1d_0;Vought Fighter F4U-1D Corsair
f4u-1d_1;F4U-1
f4u-1d_2;F4U
f4u-6_au-1_shop;AU-1
f4u-6_au-1_0;Vought Attack AU-1 Corsair
f4u-6_au-1_1;AU-1
f4u-6_au-1_2;AU-1
f8u-2_shop;F8U-2
f8u-2_0;V-413 | Vought Fighter F8U-2 Crusader
f8u-2_1;F8U-2
f8u-2_2;F8U
shop/group/os2u_group;OS2U
os2u_1_shop;OS2U-1
os2u_1_0;Vought Observation Scout OS2U-1 Kingfisher
os2u_1_1;OS2U-1
os2u_1_2;OS2U
os2u_3_shop;OS2U-3
os2u_3_0;Vought Observation Scout OS2U-3 Kingfisher
os2u_3_1;OS2U-3
os2u_3_2;OS2U
shop/group/sb2c_group;SB2C
sb2c_1c_shop;SB2C-1C
sb2c_1c_0;Curtiss Scout Bomber SB2C-1C Helldiver
sb2c_1c_1;SB2C
sb2c_1c_2;SB2C
sb2c_4_shop;SB2C-4
sb2c_4_0;Curtiss Scout Bomber SB2C-4 Helldiver
sb2c_4_1;SB2C-4
sb2c_4_2;SB2C
shop/group/sb2u_group;SB2U
sb2u-2_shop;SB2U-2
sb2u-2_0;Vought Scout Bomber SB2U-2 Vindicator
sb2u-2_1;SB2U-2
sb2u-2_2;SB2U
sb2u-3_shop;SB2U-3
sb2u-3_0;Vought Scout Bomber SB2U-3 Vindicator
sb2u-3_1;SB2U-3
sb2u-3_2;SB2U
sbd-3_shop;SBD-3
sbd-3_0;Douglas Scout Bomber SBD-3 Dauntless
sbd-3_1;SBD-3
sbd-3_2;SBD
soc_1_shop;SOC-1
soc_1_0;Model 71A | Curtiss-Wright Scout Observation SOC-1 Seagull
soc_1_1;SOC-1
soc_1_2;SOC
pv_2d_shop;PV-2D
pv_2d_0;Lockheed Patrol PV-2D Harpoon
pv_2d_1;PV-2
pv_2d_2;PV
pbm_1_shop;PBM-1
pbm_1_0;Martin Patrol Bomber PBM-1 Mariner
pbm_1_1;PBM-1
pbm_1_2;PBM
pbm_3_shop;PBM-3
pbm_3_0;Martin Patrol Bomber PBM-3 Mariner
pbm_3_1;PBM-3
pbm_3_2;PBM
pb4y-2_shop;PB4Y-2
pb4y-2_0;Consolidated Patrol Bomber PB4Y-2 Privateer
pb4y-2_1;PB4Y-2
pb4y-2_2;PB4Y
shop/group/pbj_group;PBJ-1J
pbj_1h_shop;PBJ-1H
pbj_1h_0;North American Patrol Bomber PBJ-1H
pbj_1h_1;PBJ-1
pbj_1h_2;PBJ
pbj_1j_1_shop;PBJ-1J
pbj_1j_1_0;North American Patrol Bomber PBJ-1J Mitchell
pbj_1j_1_1;PBJ-1J
pbj_1j_1_2;PBJ
pbj_1j_shop;PBJ-1J
pbj_1j_0;North American Patrol Bomber PBJ-1J
pbj_1j_1;PBJ-1
pbj_1j_2;PBJ
shop/group/pby_group;PBY-5
pby-5_shop;PBY-5
pby-5_0;Consolidated Patrol Bomber PBY-5 Catalina
pby-5_1;PBY-5
pby-5_2;PBY
pby-5a_shop;PBY-5A
pby-5a_0;Consolidated Patrol Bomber PBY-5A Catalina
pby-5a_1;PBY-5
pby-5a_2;PBY
tbf-1c_shop;TBF-1C
tbf-1c_0;G-40 | Grumman Torpedo Bomber TBF-1C Avenger
tbf-1c_1;TBF-1
tbf-1c_2;TBF
tbd-1_1938_shop;TBD-1
tbd-1_1938_shop;Douglas Torpedo Bomber TBD-1 Devastator
tbd-1_1938_shop;TBD-1
tbd-1_1938_shop;TBD-1
shop/group/p-26_group;P-26
shop/group/tbf_group;TBF / SBD
shop/group/tbd_group;TBD / B-18
shop/group/p-51_early_group;P-51
shop/group/p-47_ealy_group;P-47D-22 / D-25
shop/group/p-47_group;P-47D-28 / K
shop/group/f4u_group;F4U (.50 cal AN/M2)
shop/group/f4u_late_group;F4U (20mm AN/M2)
shop/group/a-26b_group;A-26B
shop/group/b_57_group;B-57
shop/group/b-17_late_group;B-17 / B-24
shop/group/douglas_ad_group;AD-2 / AD-4 / AM-1
shop/group/f-104_group;F-104
shop/group/f_16_group;F-16A
shop/group/a_7_group;A-7
shop/group/a_4b_group;A4D / FJ-4
;
TRI_SERVICE;
douglas_a_1h_shop;A-1H
douglas_a_1h_0;Douglas A-1H Skyraider
douglas_a_1h_1;A-1H
douglas_a_1h_2;A-1H
a_4e_early_shop;A-4E
a_4e_early_0;Douglas A-4E Skyhawk
a_4e_early_1;A-4E
a_4e_early_2;A-4
a_6e_tram_shop;A-6E TRAM
a_6e_tram_0;Grumman A-6E Target Recognition and Attack Multi-Sensor Intruder
a_6e_tram_1;A-6E
a_6e_tram_2;A-6
a_7d_shop;A-7D-8-CV
a_7d_0;Ling-Temco-Vought A-7D Corsair II Block 8, Vought Statford
a_7d_1;A-7D
a_7d_2;A-7-CV
a_7e_shop;A-7E-4-CV
a_7e_0;Ling-Temco-Vought A-7E Corsair II Block 4, Vought Statford
a_7e_1;A-7E-4
a_7e_2;A-7E
a_7k_shop;A-7K-CV
a_7k_0;Vought A-7K-CV Corsair II, Vought Statford
a_7k_1;A-7K
a_7k_2;A-7
av_8a_shop;AV-8A
av_8a_0;McDonnell Douglas AV-8B Harrier II
av_8a_1;AV-8A
av_8a_2;AV-8
av_8c_shop;AV-8C
av_8c_0;McDonnell Douglas AV-8C Harrier
av_8c_1;AV-8C
av_8c_2;AV-8
a_10a_early_shop;A-10A (1979)
a_10a_early_0;Fairchild Republic A-10A Thunderbolt II (1979) "Warthog"
a_10a_early_1;A-10A
a_10a_early_2;A-10
a_10a_late_shop;A-10A (1983)
a_10a_late_0;Fairchild Republic A-10A Thunderbolt II (1983) "Warthog"
a_10a_late_1;A-10A
a_10a_late_2;A-10
f-4c_shop;F-4C-25-MC
f-4c_0;Model 98 | McDonnell Douglas F-4C Phantom II Block 25, McDonell St. Louis
f-4c_1;F-4C
f-4c_2;F-4
f-4e_shop;F-4E-53-MC
f-4e_0;Model 98 | McDonnell Douglas F-4E Phantom II Block 53, McDonell St. Louis
f-4e_1;F-4E
f-4e_2;F-4
f-4j_shop;F-4J-34-MC
f-4j_0;Model 98 | McDonnell Douglas F-4J Phantom II Block 34, McDonell St. Louis
f-4j_1;F-4J
f-4j_2;F-4
f-4s_shop;F-4S-34-MC
f-4s_0;McDonnell Douglas Model 98 F-4S Phantom II Block 34, McDonell St. Louis
f-4s_1;F-4S
f-4s_2;F-4
f-5a_shop;YF-5A-NO
f-5a_0;Northrop YF-5A Freedom Fighter, Northrop Hawthorne
f-5a_1;YF-5A
f-5a_2;F-5
f-5c_shop;F-5C-35-NO
f-5c_0;Northrop F-5C Skoshi Tiger Block 35, Northrop Hawthorne
f-5c_1;F-5C
f-5c_2;F-5
f-5e_shop;F-5E-3-NO
f-5e_0;Northrop F-5E Tiger II Block 3, Northrop Hawthorne
f-5e_1;F-5E
f-5e_2;F-5
f-8e_shop;F-8E-VO
f-8e_0;V-400 | Vought F-8E Crusader II
f-8e_1;F-8E
f-8e_2;F-8E
f9f-8_shop;F-9J
f9f-8_0;G-99 | Grumman F-9J Cougar
f9f-8_1;F-9J
f9f-8_2;F-9
f_14a_early_shop;F-14A-65-GR
f_14a_early_0;Model G-303C | Grumman F-14A Tomcat Block 65, Grummann Bethpage
f_14a_early_1;F-14A
f_14a_early_2;F-14
f_14b_shop;F-14B-145-GR
f_14b_0;Model G-303C | Grumman F-14A Tomcat Block 145, Grummann Bethpage
f_14b_1;F-14B-145-GR
f_14b_2;F-14
f_16a_block_15_adf_shop;F-16A-15 OCU
f_16a_block_15_adf_0;Model 401 | General Dynamics F-16A Fighting Falcon Block 15, Operational Capability Upgrade
f_16a_block_15_adf_1;F-16A
f_16a_block_15_adf_2;F-16
f_16a_block_10_shop;F-16A-10
f_16a_block_10_0;Model 401 | General Dynamics F-16A Fighting Falcon Block 10
f_16a_block_10_1;F-16A
f_16a_block_10_2;F-16
f_16c_block_50_shop;F-16C-15
f_16c_block_50_0;Model 401 | General Dynamics F-16C Fighting Falcon Block 50
f_16c_block_50_1;F-16C
f_16c_block_50_2;F-16
;
a6m2_zero_usa_shop;Zeke
a6m2_zero_usa_0;Mitsubishi A6M2b Zeke Model 21 "Zero"
a6m2_zero_usa_1;Zeke
a6m2_zero_usa_2;▃ A6M
ki_43_2_late_shop;Oscar
ki_43_2_late_0;Nakajima Ki-43-IIa Oscar Model 2a
ki_43_2_late_1;Oscar
ki_43_2_late_2;▃ Ki-43
ki_61_1a_otsu_usa_shop;Tony
ki_61_1a_otsu_usa_0;Kawasaki Ki-61-Ib Tony [243 | Technical Air Intelligence Center]
ki_61_1a_otsu_usa_1;Tony
ki_61_1a_otsu_usa_2;▃ Ki-61
bf-109f-4_usa_shop;▃ Bf 109F-4
bf-109f-4_usa_0;Messerschmitt Bf 109F-4 "Friedrich" [EB-1 | Technical Air Intelligence Center]
bf-109f-4_usa_1;▃ Bf 109F
bf-109f-4_usa_2;▃ Bf 109
spitfire_ix_usa_shop;▃ Spitfire LF.Mk IXc
spitfire_ix_usa_0;Supermarine Type 374 Spitfire Low-Altitude Fighter Mark IXc
spitfire_ix_usa_1;▃ Spitfire Mk IX
spitfire_ix_usa_2;▃ Spitfire
fw-190a-8_usa_shop;▃ Fw 190A-8
fw-190a-8_usa_0;Focke-Wulf Fw 190A-8 "Anton"
fw-190a-8_usa_1;▃ Fw 190A
fw-190a-8_usa_2;▃ Fw 190
